Title,Director,Stars,IMDb-Rating,Category,Duration,Censor-board-rating,Fecha_estreno,Contiene Sexo,Recaudación(en millones de dólares)
Match Point,WoodyAllen,"ScarlettJohansson, JonathanRhysMeyers, EmilyMortimer, MatthewGoode",7.6,"Drama,Romance,Thriller",124min,R,31/07/2019,TRUE,"1,776"
Bridge of Spies,StevenSpielberg,"TomHanks, MarkRylance, AlanAlda, AmyRyan",7.6,"Drama,History,Thriller",142min,UA,20/08/2015,FALSE,"163,231"
Rise of the Planet of the Apes,RupertWyatt,"JamesFranco, AndySerkis, FreidaPinto, KarinKonoval",7.6,"Action,Drama,Sci-Fi",105min,UA,03/09/1913,FALSE,"79,462"
Tonari no Totoro,HayaoMiyazaki,"HitoshiTakagi, NorikoHidaka, ChikaSakamoto, ShigesatoItoi",8.1,"Animation,Comedy,Family",86min,U,19/04/1983,TRUE,"258,446"
Philadelphia,JonathanDemme,"TomHanks, DenzelWashington, RobertaMaxwell, BuzzKilman",7.7,Drama,125min,UA,21/05/1965,TRUE,"265,951"
Goldfinger,GuyHamilton,"SeanConnery, GertFröbe, HonorBlackman, ShirleyEaton",7.7,"Action,Adventure,Thriller",110min,A,12/06/1921,FALSE,"48,72"
Midnight Cowboy,JohnSchlesinger,"DustinHoffman, JonVoight, SylviaMiles, JohnMcGiver",7.8,Drama,113min,A,18/03/1938,FALSE,"231,24"
Barry Lyndon,StanleyKubrick,"""RyanONeal,"", MarisaBerenson, PatrickMagee, HardyKrüger",8.1,"Adventure,Drama,War",185min,U,07/12/2017,FALSE,"222,686"
Dogville,LarsvonTrier,"NicoleKidman, PaulBettany, LaurenBacall, HarrietAndersson",8,"Crime,Drama",178min,S,01/11/1916,TRUE,"112,302"
La piel que habito,PedroAlmodóvar,"AntonioBanderas, ElenaAnaya, JanCornet, MarisaParedes",7.6,"Drama,Horror,Thriller",120min,R,31/10/1958,FALSE,"106,877"
The Thin Red Line,TerrenceMalick,"JimCaviezel, SeanPenn, NickNolte, KirkAcevedo",7.6,"Drama,History,War",170min,A,09/02/1955,FALSE,"14,795"
Boyhood,RichardLinklater,"EllarColtrane, PatriciaArquette, EthanHawke, ElijahSmith",7.9,Drama,165min,A,13/10/1956,FALSE,"92,055"
Empire of the Sun,StevenSpielberg,"ChristianBale, JohnMalkovich, MirandaRichardson, NigelHavers",7.7,"Drama,History,War",153min,U,16/01/1962,TRUE,"225,545"
Close Encounters of the Third Kind,StevenSpielberg,"RichardDreyfuss, FrançoisTruffaut, TeriGarr, MelindaDillon",7.6,"Drama,Sci-Fi",138min,U,05/11/1944,FALSE,"95,617"
Walk the Line,JamesMangold,"JoaquinPhoenix, ReeseWitherspoon, GinniferGoodwin, RobertPatrick",7.8,"Biography,Drama,Music",136min,U,13/07/1945,FALSE,"254,446"
Being John Malkovich,SpikeJonze,"JohnCusack, CameronDiaz, CatherineKeener, JohnMalkovich",7.8,"Comedy,Drama,Fantasy",113min,R,29/05/1905,TRUE,"189,303"
Creed,RyanCoogler,"MichaelB.Jordan, SylvesterStallone, TessaThompson, PhyliciaRashad",7.6,"Action,Drama,Sport",133min,UA,24/02/1988,FALSE,"175,409"
Butch Cassidy and the Sundance Kid,GeorgeRoyHill,"PaulNewman, RobertRedford, KatharineRoss, StrotherMartin",8,"Biography,Crime,Drama",110min,U,13/09/1998,FALSE,"280,852"
El secreto de sus ojos,JuanJoséCampanella,"RicardoDarín, SoledadVillamil, PabloRago, CarlaQuevedo",8.2,"Drama,Mystery,Romance",129min,R,12/12/1985,FALSE,"24,643"
JFK,OliverStone,"KevinCostner, GaryOldman, JackLemmon, WalterMatthau",8,"Drama,History,Thriller",189min,UA,20/01/1990,FALSE,"109,316"
Serbuan maut,GarethEvans,"IkoUwais, AnandaGeorge, RaySahetapy, DonnyAlamsyah",7.6,"Action,Crime,Thriller",101min,A,09/09/2010,FALSE,"232,801"
Do the Right Thing,SpikeLee,"DannyAiello, OssieDavis, RubyDee, RichardEdson",7.9,"Comedy,Drama",120min,U,15/10/1927,TRUE,"146,552"
The Magnificent Seven,JohnSturges,"YulBrynner, SteveMcQueen, CharlesBronson, EliWallach",7.7,"Action,Adventure,Western",128min,NA,17/01/1923,TRUE,"168,699"
Chung Hing sam lam,Kar-WaiWong,"BrigitteLin, TakeshiKaneshiro, TonyChiu-WaiLeung, FayeWong",8,"Comedy,Crime,Drama",102min,U,16/12/1995,TRUE,"130,983"
Spartacus,StanleyKubrick,"KirkDouglas, LaurenceOlivier, JeanSimmons, CharlesLaughton",7.9,"Adventure,Biography,Drama",197min,A,28/02/1955,FALSE,"158,363"
My Fair Lady,GeorgeCukor,"AudreyHepburn, RexHarrison, StanleyHolloway, WilfridHyde-White",7.8,"Drama,Family,Musical",170min,U,28/12/1935,TRUE,"51,64"
Carlitos Way,BrianDePalma,"AlPacino, SeanPenn, PenelopeAnnMiller, JohnLeguizamo",7.9,"Crime,Drama,Thriller",144min,A,05/10/1979,TRUE,"201,047"
End of Watch,DavidAyer,"JakeGyllenhaal, MichaelPeña, AnnaKendrick, AmericaFerrera",7.6,"Action,Adventure,Crime",109min,A,22/04/1950,FALSE,"62,867"
Sound of Metal,DariusMarder,"RizAhmed, OliviaCooke, PaulRaci, LaurenRidloff",7.7,"Drama,Music",120min,S,30/11/2013,TRUE,"58,676"
Män som hatar kvinnor,NielsArdenOplev,"MichaelNyqvist, NoomiRapace, EwaFröling, LenaEndre",7.8,"Crime,Drama,Mystery",152min,R,28/11/1913,TRUE,"295,836"
Before Sunset,RichardLinklater,"EthanHawke, JulieDelpy, VernonDobtcheff, LouiseLemoineTorrès",8.1,"Drama,Romance",80min,A,13/11/1960,TRUE,"191,119"
The Birds,AlfredHitchcock,"RodTaylor, TippiHedren, JessicaTandy, SuzannePleshette",7.7,"Drama,Horror,Mystery",119min,A,08/11/1964,FALSE,"107,365"
Pâfekuto burû,SatoshiKon,"JunkoIwao, RicaMatsumoto, ShinpachiTsuji, MasaakiÔkura",8,"Animation,Crime,Drama",81min,A,12/01/1999,FALSE,"282,18"
Captain Phillips,PaulGreengrass,"TomHanks, BarkhadAbdi, BarkhadAbdirahman, CatherineKeener",7.8,"Action,Biography,Crime",134min,UA,08/01/2013,FALSE,"158,255"
Fried Green Tomatoes,JonAvnet,"KathyBates, JessicaTandy, MaryStuartMasterson, Mary-LouiseParker",7.7,Drama,130min,U,15/10/2008,TRUE,"42,581"
Glory,EdwardZwick,"MatthewBroderick, DenzelWashington, CaryElwes, MorganFreeman",7.8,"Biography,Drama,History",122min,U,04/12/1929,FALSE,"157,347"
Adaptation.,SpikeJonze,"NicolasCage, MerylStreep, ChrisCooper, TildaSwinton",7.7,"Comedy,Drama",115min,R,26/09/1969,TRUE,"81,341"
Dawn of the Planet of the Apes,MattReeves,"GaryOldman, KeriRussell, AndySerkis, KodiSmit-McPhee",7.6,"Action,Adventure,Drama",130min,UA,12/07/1926,TRUE,"231,833"
The Bourne Supremacy,PaulGreengrass,"MattDamon, FrankaPotente, JoanAllen, BrianCox",7.7,"Action,Mystery,Thriller",108min,A,14/06/1998,TRUE,"15,78"
La haine,MathieuKassovitz,"VincentCassel, HubertKoundé, SaïdTaghmaoui, AbdelAhmedGhili",8.1,"Crime,Drama",98min,A,14/07/1977,FALSE,"135,35"
Double Indemnity,BillyWilder,"FredMacMurray, BarbaraStanwyck, EdwardG.Robinson, ByronBarr",8.3,"Crime,Drama,Film-Noir",107min,NA,14/07/2018,FALSE,"51,803"
The Jungle Book,WolfgangReitherman,"PhilHarris, SebastianCabot, LouisPrima, BruceReitherman",7.6,"Animation,Adventure,Comedy",78min,U,13/02/1983,FALSE,"127,233"
Per un pugno di dollari,SergioLeone,"ClintEastwood, GianMariaVolontè, MarianneKoch, WolfgangLukschy",7.9,"Action,Drama,Western",99min,A,09/06/1913,TRUE,"238,997"
The Color Purple,StevenSpielberg,"DannyGlover, WhoopiGoldberg, OprahWinfrey, MargaretAvery",7.7,Drama,154min,U,24/01/1913,TRUE,"208,019"
The Sting,GeorgeRoyHill,"PaulNewman, RobertRedford, RobertShaw, CharlesDurning",8.3,"Comedy,Crime,Drama",129min,U,25/02/1963,FALSE,"287,742"
Annie Hall,WoodyAllen,"WoodyAllen, DianeKeaton, TonyRoberts, CarolKane",8,"Comedy,Romance",93min,A,15/06/2017,FALSE,"293,757"
The Man from Earth,RichardSchenkman,"DavidLeeSmith, TonyTodd, JohnBillingsley, EllenCrawford",7.9,"Drama,Fantasy,Mystery",87min,NA,06/05/1987,TRUE,"54,997"
The Nightmare Before Christmas,HenrySelick,"DannyElfman, ChrisSarandon, ""CatherineOHara,"", WilliamHickey",7.9,"Animation,Family,Fantasy",76min,U,17/12/1992,FALSE,"78,434"
Gandhi,RichardAttenborough,"BenKingsley, JohnGielgud, RohiniHattangadi, RoshanSeth",8.1,"Biography,Drama",191min,U,28/04/1995,FALSE,"271,742"
Baahubali 2: The Conclusion,S.S.Rajamouli,"Prabhas, RanaDaggubati, AnushkaShetty, TamannaahBhatia",8.2,"Action,Drama",167min,UA,03/03/1975,TRUE,"21,307"
The Elephant Man,DavidLynch,"AnthonyHopkins, JohnHurt, AnneBancroft, JohnGielgud",8.2,"Biography,Drama",124min,UA,24/08/1938,FALSE,"29,693"
After Hours,MartinScorsese,"GriffinDunne, RosannaArquette, VernaBloom, TommyChong",7.6,"Comedy,Crime,Drama",97min,UA,04/10/1965,TRUE,"44,987"
Kimetsu no Yaiba: Mugen Ressha-Hen,HaruoSotozaki,"NatsukiHanae, AkariKitô, YoshitsuguMatsuoka, HiroShimono",8.2,"Animation,Action,Adventure",117min,UA,11/02/1975,TRUE,"68,384"
The Bourne Ultimatum,PaulGreengrass,"MattDamon, EdgarRamírez, JoanAllen, JuliaStiles",8,"Action,Mystery,Thriller",115min,UA,06/09/2012,FALSE,"29,125"
Life of Brian,TerryJones,"GrahamChapman, JohnCleese, MichaelPalin, TerryGilliam",8,Comedy,94min,NA,23/07/1965,TRUE,"260,081"
Papillon,FranklinJ.Schaffner,"SteveMcQueen, DustinHoffman, VictorJory, DonGordon",8,"Biography,Crime,Drama",151min,R,26/05/2005,TRUE,"160,846"
Koe no katachi,NaokoYamada,"MiyuIrino, SaoriHayami, AoiYûki, KenshôOno",8.1,"Animation,Drama",130min,UA,08/04/1936,TRUE,"186,385"
Sunset Blvd.,BillyWilder,"WilliamHolden, GloriaSwanson, ErichvonStroheim, NancyOlson",8.4,"Drama,Film-Noir",110min,NA,10/04/1903,FALSE,"269,875"
Die Hard: With a Vengeance,JohnMcTiernan,"BruceWillis, JeremyIrons, SamuelL.Jackson, GrahamGreene",7.6,"Action,Adventure,Thriller",128min,A,06/08/1908,FALSE,"210,764"
Metropolis,FritzLang,"BrigitteHelm, AlfredAbel, GustavFröhlich, RudolfKlein-Rogge",8.3,"Drama,Sci-Fi",153min,NA,14/05/1918,FALSE,"287,388"
The Conversation,FrancisFordCoppola,"GeneHackman, JohnCazale, AllenGarfield, FredericForrest",7.8,"Drama,Mystery,Thriller",113min,U,26/06/1959,TRUE,"258,829"
Hachi: A Dogs Tale,LasseHallström,"RichardGere, JoanAllen, Cary-HiroyukiTagawa, SarahRoemer",8.1,"Biography,Drama,Family",93min,U,06/03/1971,FALSE,"170,43"
M - Eine Stadt sucht einen Mörder,FritzLang,"PeterLorre, EllenWidmann, IngeLandgut, OttoWernicke",8.3,"Crime,Mystery,Thriller",117min,NA,29/12/1923,FALSE,"256,537"
Traffic,StevenSoderbergh,"MichaelDouglas, BenicioDelToro, CatherineZeta-Jones, JacobVargas",7.6,"Crime,Drama,Thriller",147min,A,02/07/1902,TRUE,"39,562"
The Iron Giant,BradBird,"EliMarienthal, HarryConnickJr., JenniferAniston, VinDiesel",8.1,"Animation,Action,Adventure",86min,U,20/08/1914,TRUE,"28,462"
Snow White and the Seven Dwarfs,"WilliamCottrell,","WilfredJackson, LarryMorey, PercePearce, BenSharpsteen, , AdrianaCaselotti, HarryStockwell, LucilleLaVerne, RoyAtwell",7.6,"Animation,Adventure,Family",83min,U,09/04/1931,FALSE,"256,434"
Rushmore,WesAnderson,"JasonSchwartzman, BillMurray, OliviaWilliams, SeymourCassel",7.6,"Comedy,Drama,Romance",93min,UA,23/02/2010,FALSE,"166,952"
How to Train Your Dragon 2,DeanDeBlois,"JayBaruchel, CateBlanchett, GerardButler, CraigFerguson",7.8,"Animation,Action,Adventure",102min,U,25/03/1986,FALSE,"114,382"
Paper Moon,PeterBogdanovich,"""RyanONeal,"", ""TatumONeal,"", MadelineKahn, JohnHillerman",8.1,"Comedy,Crime,Drama",102min,U,22/03/2002,TRUE,"220,818"
Billy Elliot,StephenDaldry,"JamieBell, JulieWalters, JeanHeywood, JamieDraven",7.7,"Drama,Music",110min,UA,22/08/1903,TRUE,"66,817"
Solaris,AndreiTarkovsky,"NatalyaBondarchuk, DonatasBanionis, JüriJärvet, VladislavDvorzhetskiy",8,"Drama,Mystery,Sci-Fi",167min,U,12/04/1930,TRUE,"100,738"
Before Midnight,RichardLinklater,"EthanHawke, JulieDelpy, SeamusDavey-Fitzpatrick, ArianeLabed",7.9,"Drama,Romance",109min,R,20/11/1955,FALSE,"247,682"
The Last Picture Show,PeterBogdanovich,"TimothyBottoms, JeffBridges, CybillShepherd, BenJohnson",8,"Drama,Romance",118min,U,19/12/1923,FALSE,"257,677"
Stalker,AndreiTarkovsky,"AlisaFreyndlikh, AleksandrKaydanovskiy, AnatoliySolonitsyn, NikolayGrinko",8.1,"Drama,Sci-Fi",162min,U,12/04/1952,FALSE,"41,824"
In the Name of the Father,JimSheridan,"DanielDay-Lewis, PetePostlethwaite, AlisonCrosbie, PhilipKing",8.1,"Biography,Crime,Drama",133min,UA,08/08/1937,FALSE,"247,461"
Relatos salvajes,DamiánSzifron,"DaríoGrandinetti, MaríaMarull, MónicaVilla, DiegoStarosta",8.1,"Comedy,Drama,Thriller",122min,S,14/09/1995,FALSE,"297,91"
La montaña sagrada,AlejandroJodorowsky,"AlejandroJodorowsky, HoracioSalinas, ZamiraSaunders, JuanFerrara",7.8,"Adventure,Drama,Fantasy",114min,A,19/11/1953,TRUE,"76,782"
127 Hours,DannyBoyle,"JamesFranco, AmberTamblyn, KateMara, SeanBott",7.6,"Biography,Drama",94min,UA,06/05/1967,TRUE,"177,05"
Isle of Dogs,WesAnderson,"BryanCranston, KoyuRankin, EdwardNorton, BobBalaban",7.8,"Animation,Adventure,Comedy",101min,U,07/12/1977,FALSE,"229,923"
Låt den rätte komma in,TomasAlfredson,"KåreHedebrant, LinaLeandersson, PerRagnar, HenrikDahl",7.9,"Drama,Fantasy,Horror",114min,R,13/09/1985,FALSE,"28,469"
White Heat,RaoulWalsh,"JamesCagney, VirginiaMayo, ""EdmondOBrien,"", MargaretWycherly",8.1,"Action,Crime,Drama",114min,NA,20/11/2013,TRUE,"164,005"
The French Connection,WilliamFriedkin,"GeneHackman, RoyScheider, FernandoRey, TonyLoBianco",7.7,"Action,Crime,Drama",104min,A,23/03/1959,TRUE,"247,885"
The Wrestler,DarrenAronofsky,"MickeyRourke, MarisaTomei, EvanRachelWood, MarkMargolis",7.9,"Drama,Sport",109min,UA,21/02/2010,FALSE,"274,454"
The King of Comedy,MartinScorsese,"RobertDeNiro, JerryLewis, DiahnneAbbott, SandraBernhard",7.8,"Comedy,Crime,Drama",109min,U,07/09/1949,TRUE,"12,658"
Per qualche dollaro in più,SergioLeone,"ClintEastwood, LeeVanCleef, GianMariaVolontè, MaraKrupp",8.2,Western,132min,U,16/03/1947,FALSE,"159,253"
Sling Blade,BillyBobThornton,"BillyBobThornton, DwightYoakam, J.T.Walsh, JohnRitter",8,Drama,135min,R,14/09/1933,FALSE,"179,088"
Batoru rowaiaru,KinjiFukasaku,"TatsuyaFujiwara, AkiMaeda, TarôYamamoto, ChiakiKuriyama",7.6,"Action,Adventure,Drama",114min,S,02/06/1943,TRUE,"263,128"
The Apartment,BillyWilder,"JackLemmon, ShirleyMacLaine, FredMacMurray, RayWalston",8.3,"Comedy,Drama,Romance",125min,U,10/08/1929,TRUE,"15,632"
Diarios de motocicleta,WalterSalles,"GaelGarcíaBernal, RodrigodelaSerna, MíaMaestro, MercedesMorán",7.8,"Adventure,Biography,Drama",126min,U,27/10/1914,TRUE,"221,723"
"Paris, Texas",WimWenders,"HarryDeanStanton, NastassjaKinski, DeanStockwell, SamBerry",8,Drama,145min,U,12/05/1923,FALSE,"291,717"
Bonnie and Clyde,ArthurPenn,"WarrenBeatty, FayeDunaway, MichaelJ.Pollard, GeneHackman",7.7,"Action,Biography,Crime",111min,A,19/10/1956,FALSE,"278,763"
Det sjunde inseglet,IngmarBergman,"MaxvonSydow, GunnarBjörnstrand, BengtEkerot, NilsPoppe",8.1,"Drama,Fantasy",96min,A,10/07/1982,FALSE,"176,149"
Dawn of the Dead,GeorgeA.Romero,"DavidEmge, KenForee, ScottH.Reiniger, GaylenRoss",7.8,"Horror,Thriller",127min,A,26/02/1956,TRUE,"117,647"
Das Cabinet des Dr. Caligari,RobertWiene,"WernerKrauss, ConradVeidt, FriedrichFeher, LilDagover",8,"Horror,Mystery,Thriller",76min,NA,01/08/1911,TRUE,"114,082"
Serpico,SidneyLumet,"AlPacino, JohnRandolph, JackKehoe, BiffMcGuire",7.7,"Biography,Crime,Drama",130min,A,23/07/2009,FALSE,"103,208"
Vikram Vedha,"Gayatri,",", Madhavan, VijaySethupathi, ShraddhaSrinath, Kathir",8.2,"Action,Crime,Drama",147min,UA,19/10/1965,TRUE,"77,661"
What Ever Happened to Baby Jane?,RobertAldrich,"BetteDavis, JoanCrawford, VictorBuono, WesleyAddy",8,"Drama,Horror,Thriller",134min,A,07/01/1963,FALSE,"115,648"
Gake no ue no Ponyo,HayaoMiyazaki,"CateBlanchett, MattDamon, LiamNeeson, TomokoYamaguchi",7.6,"Animation,Adventure,Comedy",101min,U,17/01/1901,TRUE,"125,687"
21 Grams,AlejandroG.Iñárritu,"SeanPenn, BenicioDelToro, NaomiWatts, DannyHuston",7.7,"Crime,Drama,Thriller",124min,UA,08/06/1958,TRUE,"69,231"
Ip Man,WilsonYip,"DonnieYen, SimonYam, Siu-WongFan, Ka-TungLam",8,"Action,Biography,Drama",106min,R,26/01/1942,TRUE,"79,51"
Detachment,TonyKaye,"AdrienBrody, ChristinaHendricks, MarciaGayHarden, LucyLiu",7.7,Drama,98min,NA,08/01/1953,FALSE,"211,296"
Cool Hand Luke,StuartRosenberg,"PaulNewman, GeorgeKennedy, StrotherMartin, J.D.Cannon",8.1,"Crime,Drama",127min,A,15/04/2019,FALSE,"235,308"
The Insider,MichaelMann,"RussellCrowe, AlPacino, ChristopherPlummer, DianeVenora",7.8,"Biography,Drama,Thriller",157min,UA,23/06/1976,TRUE,"284,284"
Night of the Living Dead,GeorgeA.Romero,"DuaneJones, ""JudithODea,"", KarlHardman, MarilynEastman",7.8,"Horror,Thriller",96min,A,23/11/1961,TRUE,"281,438"
Jai Bhim,T.J.Gnanavel,"Suriya, LijoMolJose, ManikandanK., RajishaVijayan",8.9,"Crime,Drama,Mystery",164min,A,13/02/1934,TRUE,"90,593"
On the Waterfront,EliaKazan,"MarlonBrando, KarlMalden, LeeJ.Cobb, RodSteiger",8.1,"Crime,Drama,Thriller",108min,A,24/10/1933,TRUE,"36,997"
La grande bellezza,PaoloSorrentino,"ToniServillo, CarloVerdone, SabrinaFerilli, CarloBuccirosso",7.7,Drama,141min,NA,07/07/1926,TRUE,"116,808"
October Sky,JoeJohnston,"JakeGyllenhaal, ChrisCooper, LauraDern, ChrisOwen",7.8,"Biography,Drama,Family",108min,PG,27/01/1976,FALSE,"101,105"
Jodaeiye Nader az Simin,AsgharFarhadi,"PaymanMaadi, LeilaHatami, SarehBayat, ShahabHosseini",8.3,Drama,123min,S,27/06/1959,FALSE,"240,268"
Lola rennt,TomTykwer,"FrankaPotente, MoritzBleibtreu, HerbertKnaup, NinaPetri",7.7,"Action,Crime,Thriller",81min,UA,06/12/1968,FALSE,"187,086"
The Fall,TarsemSingh,"LeePace, CatincaUntaru, JustineWaddell, KimUylenbroek",7.8,"Adventure,Drama,Fantasy",117min,R,01/02/2012,TRUE,"126,938"
The Thin Man,W.S.VanDyke,"WilliamPowell, MyrnaLoy, ""MaureenOSullivan,"", NatPendleton",7.9,"Comedy,Mystery",91min,NA,28/09/1954,FALSE,"65,629"
PK,RajkumarHirani,"AamirKhan, AnushkaSharma, SanjayDutt, BomanIrani",8.1,"Comedy,Drama,Sci-Fi",153min,UA,20/10/1921,TRUE,"74,766"
Glengarry Glen Ross,JamesFoley,"AlPacino, JackLemmon, AlecBaldwin, AlanArkin",7.7,"Crime,Drama,Mystery",100min,R,09/12/1953,TRUE,"212,682"
Mississippi Burning,AlanParker,"GeneHackman, WillemDafoe, FrancesMcDormand, BradDourif",7.8,"Crime,Drama,History",128min,A,06/11/1998,FALSE,"77,151"
Searching,AneeshChaganty,"JohnCho, DebraMessing, JosephLee, MichelleLa",7.6,"Drama,Mystery,Thriller",102min,UA,02/10/2000,FALSE,"59,833"
Seppuku,MasakiKobayashi,"TatsuyaNakadai, AkiraIshihama, ShimaIwashita, TetsurôTanba",8.6,"Action,Drama,Mystery",133min,NA,05/12/1993,FALSE,"126,023"
In the Heat of the Night,NormanJewison,"SidneyPoitier, RodSteiger, WarrenOates, LeeGrant",7.9,"Drama,Mystery,Thriller",110min,U,26/01/1947,FALSE,"135,134"
Rebecca,AlfredHitchcock,"LaurenceOlivier, JoanFontaine, GeorgeSanders, JudithAnderson",8.1,"Drama,Film-Noir,Mystery",130min,NA,12/01/1905,TRUE,"7,138"
Kung fu,StephenChow,"StephenChow, WahYuen, QiuYuen, Siu-LungLeung",7.7,"Action,Comedy,Fantasy",99min,UA,29/06/2019,TRUE,"175,793"
The Outlaw Josey Wales,ClintEastwood,"ClintEastwood, SondraLocke, ChiefDanGeorge, BillMcKinney",7.8,Western,135min,UA,05/10/1902,FALSE,"30,199"
Persona,IngmarBergman,"BibiAndersson, LivUllmann, MargarethaKrook, GunnarBjörnstrand",8.1,"Drama,Thriller",85min,NA,10/11/1933,FALSE,"114,931"
Network,SidneyLumet,"FayeDunaway, WilliamHolden, PeterFinch, RobertDuvall",8.1,Drama,121min,UA,08/03/1933,TRUE,"152,401"
Nosferatu,F.W.Murnau,"MaxSchreck, AlexanderGranach, GustavvonWangenheim, GretaSchröder",7.9,"Fantasy,Horror",94min,NA,27/03/1900,FALSE,"55,922"
From Here to Eternity,FredZinnemann,"BurtLancaster, MontgomeryClift, DeborahKerr, DonnaReed",7.6,"Drama,Romance,War",118min,NA,04/06/2015,FALSE,"146,201"
Ordinary People,RobertRedford,"DonaldSutherland, MaryTylerMoore, JuddHirsch, TimothyHutton",7.7,Drama,124min,U,25/07/1985,TRUE,"263,272"
Roma,AlfonsoCuarón,"YalitzaAparicio, MarinadeTavira, DiegoCortinaAutrey, CarlosPeralta",7.7,Drama,135min,UA,11/10/1908,TRUE,"131,823"
Roman Holiday,WilliamWyler,"GregoryPeck, AudreyHepburn, EddieAlbert, HartleyPower",8,"Comedy,Romance",118min,U,01/06/1994,FALSE,"41,961"
Dangal,NiteshTiwari,"AamirKhan, SakshiTanwar, FatimaSanaShaikh, SanyaMalhotra",8.3,"Action,Biography,Drama",161min,U,12/10/1984,TRUE,"109,065"
Ran,AkiraKurosawa,"TatsuyaNakadai, AkiraTerao, JinpachiNezu, DaisukeRyû",8.2,"Action,Drama,War",162min,U,05/06/2010,TRUE,"68,225"
This Is England,ShaneMeadows,"ThomasTurgoose, StephenGraham, JoHartley, AndrewShim",7.7,"Crime,Drama",101min,A,27/04/1909,FALSE,"219,568"
La migliore offerta,GiuseppeTornatore,"GeoffreyRush, JimSturgess, SylviaHoeks, DonaldSutherland",7.8,"Crime,Drama,Mystery",131min,R,03/11/1981,TRUE,"188,104"
The Remains of the Day,JamesIvory,"AnthonyHopkins, EmmaThompson, JohnHaycraft, ChristopherReeve",7.8,"Drama,Romance",134min,U,13/06/2002,FALSE,"223,334"
Paths of Glory,StanleyKubrick,"KirkDouglas, RalphMeeker, AdolpheMenjou, GeorgeMacready",8.4,"Drama,War",88min,A,21/07/1972,FALSE,"157,848"
Clerks,KevinSmith,"""BrianOHalloran,"", JeffAnderson, MarilynGhigliotti, LisaSpoonauer",7.7,Comedy,92min,U,30/09/1908,TRUE,"277,347"
Hotel Rwanda,TerryGeorge,"DonCheadle, SophieOkonedo, JoaquinPhoenix, XolaniMali",8.1,"Biography,Drama,History",121min,UA,18/08/1904,TRUE,"140,046"
Der Name der Rose,Jean-JacquesAnnaud,"SeanConnery, ChristianSlater, HelmutQualtinger, ElyaBaskin",7.7,"Drama,History,Mystery",130min,UA,25/09/1931,FALSE,"91,69"
Belle de jour,LuisBuñuel,"CatherineDeneuve, JeanSorel, MichelPiccoli, GenevièvePage",7.7,"Drama,Romance",100min,A,28/06/2009,TRUE,"85,574"
Nebraska,AlexanderPayne,"BruceDern, WillForte, JuneSquibb, BobOdenkirk",7.7,"Adventure,Comedy,Drama",115min,UA,03/02/1966,TRUE,"164,512"
The Man Who Shot Liberty Valance,JohnFord,"JamesStewart, JohnWayne, VeraMiles, LeeMarvin",8.1,"Drama,Western",123min,U,15/10/1937,TRUE,"284,011"
La dolce vita,FedericoFellini,"MarcelloMastroianni, AnitaEkberg, AnoukAimée, YvonneFurneaux",8,"Comedy,Drama",174min,A,01/12/1974,FALSE,"48,778"
Pink Floyd: The Wall,AlanParker,"BobGeldof, ChristineHargreaves, JamesLaurenson, EleanorDavid",8,"Drama,Fantasy,Music",95min,A,05/04/1994,TRUE,"121,834"
Enter the Dragon,RobertClouse,"BruceLee, JohnSaxon, JimKelly, AhnaCapri",7.6,"Action,Crime,Drama",102min,A,27/05/1955,FALSE,"140,591"
Judgment at Nuremberg,StanleyKramer,"SpencerTracy, BurtLancaster, RichardWidmark, MarleneDietrich",8.3,"Drama,War",179min,A,22/04/1929,TRUE,"116,828"
Cabaret,BobFosse,"LizaMinnelli, MichaelYork, HelmutGriem, JoelGrey",7.7,"Drama,Music,Musical",124min,A,06/05/2002,FALSE,"171,342"
Papurika,SatoshiKon,"MegumiHayashibara, TôruEmori, KatsunosukeHori, TôruFuruya",7.7,"Animation,Drama,Fantasy",90min,U,30/07/1928,FALSE,"30,943"
Charade,StanleyDonen,"CaryGrant, AudreyHepburn, WalterMatthau, JamesCoburn",7.9,"Comedy,Mystery,Romance",113min,U,14/01/1998,TRUE,"20,759"
Sing Street,JohnCarney,"FerdiaWalsh-Peelo, AidanGillen, MariaDoyleKennedy, JackReynor",7.9,"Comedy,Drama,Music",106min,A,15/04/1975,TRUE,"117,65"
High Noon,FredZinnemann,"GaryCooper, GraceKelly, ThomasMitchell, LloydBridges",8,"Drama,Thriller,Western",85min,U,25/12/1968,TRUE,"294,345"
I Am Sam,JessieNelson,"SeanPenn, MichellePfeiffer, DakotaFanning, DianneWiest",7.6,Drama,132min,U,09/12/1949,TRUE,"94,543"
Tumbbad,"RahiAnilBarve,","AdeshPrasad, , SohumShah, JyotiMalshe, AnitaDate-Kelkar, RonjiniChakraborty",8.2,"Drama,Fantasy,Horror",104min,A,07/11/1971,FALSE,"299,927"
Kôkaku Kidôtai,MamoruOshii,"AtsukoTanaka, IemasaKayumi, AkioÔtsuka, KôichiYamadera",7.9,"Animation,Action,Crime",83min,UA,05/09/2007,TRUE,"136,916"
Mysterious Skin,GreggAraki,"BradyCorbet, JosephGordon-Levitt, ElisabethShue, ChaseEllison",7.6,Drama,105min,NA,25/02/1957,FALSE,"139,493"
Kaze tachinu,HayaoMiyazaki,"HideakiAnno, HidetoshiNishijima, MioriTakimoto, MasahikoNishimura",7.7,"Animation,Biography,Drama",126min,A,21/10/1994,FALSE,"63,448"
